frame,landmark,x,y,z,visibility
0,0,0.0301498118788003,1.4444458484649658,-0.1260030269622802,0.99998140335083
0,1,0.0529680848121643,1.4601954817771912,-0.1218098253011703,0.9999666213989258
0,2,0.0518958643078804,1.4622753262519836,-0.1097916886210441,0.9999614953994752
0,3,0.0508472211658954,1.4626463055610657,-0.1130363047122955,0.9999614953994752
0,4,0.0253259539604187,1.467319130897522,-0.1246534436941146,0.9999802112579346
0,5,0.0287625044584274,1.4679376482963562,-0.1403490751981735,0.9999812841415404
0,6,0.0317979343235492,1.4561059474945068,-0.1183821037411689,0.9999792575836182
0,7,0.1261435002088546,1.4556506872177124,-0.0522149018943309,0.999963879585266
0,8,-0.003765657544136,1.4031174778938293,-0.0070700640790164,0.9999533891677856
0,9,0.0720372125506401,1.4328728914260864,-0.0903732329607009,0.9998632669448853
0,10,0.0357120595872402,1.3978953957557678,-0.1039460003376007,0.9998550415039062
0,11,0.2056315839290619,1.3096289038658142,-0.0264751091599464,0.9998835325241088
0,12,-0.0296901427209377,1.371198058128357,0.1031135022640228,0.9997962117195128
0,13,0.1615298837423324,1.3184208869934082,-0.2255919575691223,0.808676540851593
0,14,-0.0518237017095088,1.2755879759788513,-0.141612097620964,0.2439377158880233
0,15,0.1327426135540008,1.432389259338379,-0.3091050982475281,0.8809732794761658
0,16,-0.0343740433454513,1.3733558058738708,-0.4048973023891449,0.8396298885345459
0,17,0.1168295815587043,1.4575928449630737,-0.3288348615169525,0.9170169830322266
0,18,-0.0135315787047147,1.3905893564224243,-0.4875597357749939,0.9142664074897766
0,19,0.1117904856801033,1.4791377782821655,-0.3283167779445648,0.9236934781074524
0,20,0.0445118583738803,1.4386329054832458,-0.4843458533287048,0.9116625189781188
0,21,0.136328712105751,1.4270276427268982,-0.3116742968559265,0.879975438117981
0,22,-0.0160923693329095,1.3884997963905334,-0.4153508841991424,0.8795003890991211
0,23,0.0761686563491821,0.8387362759094685,-0.0235629417002201,0.9999222755432128
0,24,-0.074661947786808,0.8481878135353327,0.0263637714087963,0.9999275207519532
0,25,0.0288642346858978,0.4206290543079377,-0.1007637903094291,0.2642322480678558
0,26,-0.0369268842041492,0.48762163519859314,-0.021216781809926,0.12510347366333
0,27,0.1417676508426666,0.05108076333999634,-0.0516037419438362,0.5367051362991333
0,28,0.0172268226742744,0.05972832441329956,0.0563998259603977,0.4931431710720062
0,29,0.12639220058918,0.01580178737640381,-0.0443287715315818,0.2321359068155288
